Peak name,Continent,Country,Difficulty,Elevation (feet),Elevation (meters),Latitude,Longitude,Nearest major airport,Year first climbed
Old Goat Mountain,north america,canada,scramble,10236,3120,50.94,-115.3717,calgary international airport,
Old Mike,north america,united states,walk up,13113,3998,36.5416,-105.4,albuquerque,
Old Rag Mountain,north america,united states,scramble,3291,1003,38.5517,-78.3144,dulles international,
Old Snowy,north america,united states,scramble,7930,2417,46.512068,-121.454072,seattle-tacoma,
Oldenhorn,europe,switzerland,walk up,10243,3122,46.32925,7.221639,zurich or geneva,
"Olive, Mount",north america,canada,basic snow/ice climb,10502,3201,51.611514,-116.491985,calgary,
"Olivier, Mount",australia/oceania,new zealand,scramble,6342,1933,,,mt cook,
Ollague,south america,chile,walk up,19255,5869,-21.302222,-68.179167,antofagastacalama,
Olleta Crater,south america,colombia,walk up,15912,4850,,,bogota,
Olomana,north america,united states,scramble,1643,501,21.364167,-157.753611,nan,
Olperer,europe,austria,scramble,11404,3476,47.09,11.96,innsbruck,1879
"Olympus, Mount",north america,united states,scramble,9026,2751,40.65,-111.767,salt lake international,
Olytsikas (Tomaros),europe,greece,scramble,6476,1974,,,ioannina,
Om Parvat,asia,india,nan,20312,6191,30.198803,81.034704,"pant nagar, uttarakhand, india",
Omu,europe,romania,walk up,8225,2507,,,bucharest,2000
One Tree Peak,north america,united states,walk up,7089,2161,32.7167,-105.317,"el paso, tx.",
Ontake,asia,japan,walk up,10051,3063,35.8833,137.483,"nagoya, japan",
Ontario Peak,north america,united states,walk up,8693,2650,34.227842,-117.624006,ontario airport,
Oppkuven,europe,norway,walk up,2310,704,,,oslo,
Orduña,europe,spain,walk up,3051,930,42.986567,-3.047333,bilbao,
Orjen,europe,serbia and montenegro,scramble,6214,1894,42.57,18.545,"dubrovnik, tivat",1868
Orlinaya,europe,russia,nan,722,220,,,saint-petersburg,
Ormes Peak,north america,united states,walk up,9727,2965,38.95,-104.933,colorado springs,
Orsaro,europe,italy,nan,6007,1831,44.400971,9.995456,"parma, bologna",
Ortler (Ortles),europe,italy,basic snow/ice climb,12812,3905,46.50776,10.54439,"innsbruck, zurich",
"Osceola, Mount",north america,united states,walk up,4315,1315,44.001614,-71.535614,boston,
Osorno,south america,chile,basic snow/ice climb,2660,811,,,puerto montt,1848
"Ossa, Mount",australia/oceania,australia,scramble,5305,1617,-41.9,146.017,"hobart, tasmania",
Ostre Leirungstind,europe,norway,walk up,7506,2288,,,fagernes,
Ostrvica,europe,serbia and montenegro,scramble,2487,758,42.772471,20.646744,belgrade,
Ostry Rohac,europe,slovakia,scramble,6847,2087,49.2,19.75,poprad,
Ostspitze,europe,switzerland,basic snow/ice climb,15197,4632,45.936854,7.867399,geneva,
Othrys,europe,greece,walk up,5656,1724,39.0167,22.7,"athens,thessaloniki",
"Otis, Mount",north america,united states,walk up,12309,3752,40.2922,-105.68,denver international airport,
"Ouray, Mount",north america,united states,walk up,13971,4258,38.4225,-106.225,colorado springs,
Outpost,north america,united states,scramble,7910,2411,48.523426,-120.903769,seattle,
Oval Peak,north america,united states,walk up,8795,2681,48.287134,-120.425262,seattle,
"Owen, Mount",north america,united states,technical climb,12928,3940,43.7469,-110.797,"jackson, wyoming",1930
"Oxford, Mount",north america,united states,walk up,14153,4314,38.9647,-106.338,denver,
Pablo Carlos Budassi,south america,argentina,basic snow/ice climb,10448,3186,-32.775911,-69.717268,"el plumerillo, mendoza",1998
Pachajaya (cerro),south america,bolivia,walk up,13615,4150,-16.566935,-68.019061,el alto (bolivia),
Pachnes,europe,greece,walk up,8048,2453,,,iraklion,
"Packenham, Mount",north america,canada,technical climb,9843,3000,50.7533,-115.092,calgary international airport,1954
Padre Encantado,south america,ecuador,walk up,15371,4685,-0.171525,-78.576218,quito,
Paganella Group,europe,italy,scramble,6972,2125,,,verona,1932
Pageo,europe,greece,nan,6417,1956,,,kavala,
Paget Peak,north america,canada,scramble,8399,2560,51.45882,-116.365128,calgary,
Paglia Orba,europe,france,scramble,8284,2525,42.343257,8.878927,bastia poretta,
Paiko,europe,greece,walk up,5381,1640,40.5722,22.1959,thessalokini (macedonia greece),
Pain de Sucre,europe,france,scramble,10525,3208,44.6573,7.08,torino,
Paine Grande,south america,chile,basic snow/ice climb,10006,3050,-50.9833,-72.9667,"punta arenas, chile",1958
Painters Thumb,north america,united states,walk up,6744,2056,47.675184,-120.851111,seattle,
Pakisis,north america,guatemala,walk up,9285,2830,14.65202,-91.31218,nan,
Pala di San Martino,europe,italy,technical climb,9800,2987,46.2541,11.8478,nan,1920
Palandoken,asia,turkey,walk up,10732,3271,39.8489,41.2842,erzurum airport,
Paldor,asia,nepal,basic snow/ice climb,19449,5928,,,kathmandu,1949
Pally Peak,europe,switzerland,basic snow/ice climb,10610,3234,,,nan,
"Palmer, Mt",north america,united states,nan,6970,2,61.3192,-148.658,anchorage,
Palmyra Peak,north america,united states,scramble,13319,4060,37.8836,-107.829,"telluride, colorado (or grand junction for cheaper)",
Palon De La Mare,europe,italy,basic snow/ice climb,12149,3703,,,malpensa (milan),
Palsfjall,europe,iceland,basic snow/ice climb,4380,1335,64.2833,-17.6833,keflavik,1874
Palung Ri,asia,china,nan,23008,7013,28.1167,86.6333,"kathmandu, lhasa",1993
Pan de Azúcar,south america,venezuela,walk up,15233,4643,8.810355,-71.001034,mérida city,
Panchachuli,asia,india,major mountain expedition,22652,6904,30.22,80.42,pant nagar,2002
Pandim,asia,india,nan,21952,6691,27.5775,88.215833,"bagdogra, shiliguri",
Panorama Point,north america,united states,walk up,5426,1654,41.007235,-104.031264,nan,
Panorma Point,north america,united states,walk up,5242,1598,41.0225,104.035,denver co,
Panwali Dwar,asia,india,major mountain expedition,21860,6663,30.2833,79.95,"jolly grant, dehradun",1993
Pan?i?ev vrh,europe,serbia and montenegro,walk up,6614,2016,43.3333,20.7375,nan,
Paradise Peak,north america,united states,basic snow/ice climb,5257,1602,60.1352,-149.085,anchorage,
"Parana, Pico",south america,brazil,walk up,6158,1877,-25.252975,-48.811759,afonso pena,1941
Parangul Mare,europe,romania,walk up,8264,2519,,,nan,
Paraw,asia,iran,scramble,10948,3337,,,kermanshah airport,
Pariacaca,south america,peru,basic snow/ice climb,18865,5750,-11.96649,-76.050668,lima,
Paricutin,north america,mexico,nan,10413,3174,19.493,-102.251,mexico,
Parkview Mountain,north america,united states,walk up,12296,3748,40.3303,-106.136,"denver, co",
Parnassus,europe,greece,walk up,8062,2457,38.5333,22.6167,athens. greece,
Parriott Mesa,north america,united states,technical climb,6155,1876,38.660134,-109.401679,nan,
Parrotspitze,europe,switzerland,basic snow/ice climb,14541,4432,45.919722,7.871389,nan,1863
Parseierspitze,europe,austria,scramble,9961,3036,47.174444,10.478333,innsbruck,
Parsenn,europe,switzerland,scramble,9331,2844,46.48,9.49,zurich,
Partenkirchener Dreitorspitze,europe,germany,scramble,8638,2633,47.4167,11.1167,nan,
Pasochoa,south america,ecuador,walk up,13776,4199,-0.466978,-78.480844,quito,
Pasquale,europe,italy,basic snow/ice climb,11657,3553,46.443331,10.601588,milano,1887
"Passaconaway, Mount",north america,united states,walk up,4060,1238,44.25,-71.8333,manchester nh,
Passadumkeag Mountain,north america,united states,walk up,1463,446,45.1291,-68.3592,bangor me,
Pastatjåkå,europe,sweden,nan,5787,1764,67.3167,17.9667,kiruna,1896
Patteriol,europe,austria,scramble,10026,3056,47.044081,10.187608,innsbruck,
"Patterson, Mount",north america,canada,technical climb,10489,3197,51.746376,-116.575241,calgary,1924
Paul Bunyans Stump,north america,united states,scramble,7480,2280,48.666238,-121.149843,seattle-tacoma,1931
"Paul, Mount",north america,canada,basic snow/ice climb,9432,2875,52.6155,-117.4308,edmonton,
Pawtuckaway,north america,united states,walk up,995,303,,,"manchester, nh",
Peak 15,north america,united states,technical climb,13700,4176,,,"grand junction, co.",
Peak 2,north america,united states,walk up,3658,1114,61.084525,-149.658337,anchorage,
Peak 3,north america,united states,walk up,3996,1218,61.07861,-149.650354,anchorage,
Peak 6271,north america,united states,technical climb,6271,1911,46.8786,-121.4777,seattle-tacoma,
Peak 6870,north america,united states,scramble,6870,2094,48.507834,-120.770795,seattle-tacoma,
Peak 7480,north america,united states,walk up,7480,2280,32,-104.817,"el paso, tx.",
Peak 7482,north america,united states,scramble,7482,2281,48.484481,-120.733912,seattle-tacoma,
Peak 7505,north america,united states,basic snow/ice climb,7505,2288,48.657606,-121.135082,seattle-tacoma,1931
Peak 7510,north america,united states,scramble,7510,2289,68.2333,-149.833,bettles,1998
Peak 8100,north america,united states,basic snow/ice climb,8100,2469,63.270094,-145.313416,fairbanks,1976
Peak Chapayev,asia,kyrgyzstan,major mountain expedition,20902,6371,42.21145,80.17479,bishkek,
Peak Europa,asia,nepal,technical climb,21007,6403,,,"jomsom, nepal",2006
Peak Frunze,asia,tajikistan,basic snow/ice climb,19048,5806,,,nan,1999
"Peale, Mount",north america,united states,walk up,12721,3877,38.4383,-109.229,salt lake city,
Pedra Da Gavea,south america,brazil,walk up,2297,700,,,internacional rio de janeiro,
Pedra Da Mina,south america,brazil,nan,9176,2797,-22.4667,-44.8333,guarulhos (sp),
Pedra do Picú,south america,brazil,technical climb,5249,1600,-22.337126,-44.775397,rio de janeiro ou são paulo,1957
Pedraforca,europe,spain,walk up,8186,2495,42.240655,1.702108,el prat airport (barcelona),
Pedum,europe,italy,scramble,6926,2111,,,milano malpensa,
"Peechee, Mount",north america,canada,scramble,9626,2934,51.21,-115.3767,calgary international airport,1929
Peeking Mountain,north america,united states,basic snow/ice climb,6925,2111,61.269408,-149.194679,anchorage international,
Peerless Mountain,north america,united states,walk up,13348,4069,39.1981,-106.178,denver,
Peitlerkofel,europe,,scramble,9432,2875,46.658889,11.819722,nan,
Peleaga,europe,romania,walk up,8232,2509,45.366111,22.894444,timisoara,
Pelican Butte,north america,united states,walk up,8036,2449,42.513551,-122.145481,eugene airport,
Pelion,europe,greece,walk up,5282,1610,39.438447,23.0476,nan,
Pelister,europe,macedonia,walk up,8533,2601,41.003611,21.186667,"ohrid, skopje",
Pelmo,europe,italy,scramble,10394,3168,46.4162,12.12745,venezia marco polo,1857
Pelvoux,europe,france,basic snow/ice climb,12936,3943,44.8833,6.38333,lyon or grenoble (and gap),1828
Pen Pumlumon Llygad-bychan,europe,united kingdom,walk up,2385,727,52.467082,-3.78177,birmingham,
Pen Y Fan,europe,united kingdom,walk up,2907,886,51.883333,-3.436944,nan,
Pen Yr Ole Wen,europe,united kingdom,walk up,3110,948,,,manchester,
Pen-y-ghent,europe,united kingdom,walk up,2288,697,54.155599,-2.249107,leeds/bradford airport,
Pendle Hill,europe,united kingdom,walk up,1831,558,53.868889,-2.3,manchester,
Penguin Peak,north america,united states,scramble,4305,1312,60.965443,-149.376984,anchorage,
Penouta,europe,spain,scramble,6467,1971,43.039646,-6.278533,asturias,
Penyagolosa,europe,spain,walk up,5948,1813,40.237212,-0.363579,valencia,
Penyal d'Ifach,europe,spain,scramble,1089,332,38.6335,0.075,alacant (alicante),
Pequeno Alpamayo,south america,bolivia,basic snow/ice climb,17618,5370,,,la paz,1962
Peralba,europe,italy,scramble,8838,2694,46.629797,12.720787,marco polo (venice),
Perelik,europe,bulgaria,scramble,7185,2190,41.36,24.27,thessaloniki,
Peric,europe,france,walk up,9219,2810,42.614381,1.982431,perpignan,
"Perren, Mount",north america,canada,scramble,10010,3051,51.296008,-116.20883,calgary,1927
"Pershing, Mount",north america,united states,scramble,6154,1876,47.551912,-123.256087,seattle-tacoma,1939
"Persis, Mount",north america,united states,scramble,5464,1665,47.7904,-121.612,seattle-tacoma,
Perumal Peak,asia,india,nan,8022,2445,10.300278,77.565833,madurai,
"Peter/paul, Mt",north america,canada,walk up,3600,1097,,,kamloops semi-local airport,
Petes Point,north america,united states,walk up,9675,2949,45.18905,-117.22045,"boise, id",
Pethangtse,asia,,basic snow/ice climb,22106,6738,,,"kathmandu, nepal",
Petit Capucin,europe,france,technical climb,12116,3693,,,nan,1946
Petit Combin,europe,switzerland,basic snow/ice climb,12041,3670,45.98401,7.267711,geneve,
Petit Dru,europe,france,technical climb,12237,3730,45.932778,6.956389,geneva,1879
Petite Aiguille verte,europe,france,nan,11522,3512,45.9479,6.9586,geneva,
Petite Autane,europe,france,scramble,8264,2519,44.640366,6.24619,lyon,
Petite Dent De Veisivi,europe,switzerland,technical climb,10446,3184,,,geneva,1880
Petite Fourche,europe,france,basic snow/ice climb,11384,3470,,,nan,
Petkash Peak,north america,united states,scramble,8961,2731,38.940167,-104.907783,colorado springs,
Petrechema,europe,spain,walk up,7746,2361,42.881751,-0.734024,pamplona,
Petros,europe,ukraine,walk up,6627,2020,48.172,24.423,lvov,
Petrovskij Pik,asia,kyrgyzstan,basic snow/ice climb,15420,4700,,,almaty (kazachstan),
Peyto Peak,north america,canada,technical climb,9744,2970,51.684104,-116.565714,calgary,1933
Pezid,europe,austria,scramble,9088,2770,,,innsbruck,
Peña Montañesa,europe,spain,scramble,7516,2291,42.49,0.1985,zaragoza,
Peña Olvidada,europe,spain,technical climb,7894,2406,43.165295,-4.806307,"santander, asturias",
Peña Remoña,europe,spain,scramble,7313,2229,43.146954,-4.834758,santander,
Peña Santa de Castilla,europe,spain,scramble,8517,2596,43.202173,-4.932175,ran (asturias),1892
Peña Trevinca,europe,spain,scramble,6978,2127,42.242,-6.481934,nan,
Peña Ubiña,europe,spain,nan,7930,2417,43.018455,-5.956993,ranin(asturies),
Peña Vieja,europe,spain,scramble,8573,2613,43.173079,-4.806384,"santander, asturias",1890
Peña sagra,europe,spain,walk up,6719,2048,43.152238,-4.475994,santander,
Peñalara,europe,spain,walk up,7966,2428,40.850956,-3.955593,madrid,
Peñón de San Carlos,south america,venezuela,walk up,7680,2341,10.387474,-67.347302,internacional simón bolívar,
Pfeifferhorn,north america,united states,scramble,11326,3452,40.5333,-111.7,salt lake international,
Pferdskopf,europe,germany,walk up,2871,875,50.5,-9.91667,frankfurt,
Pfänder,europe,austria,walk up,3491,1064,47.507809,9.779549,"friedrichshafen, memmingen",
Phantom Peak,north america,united states,technical climb,8000,2438,48.819185,-121.342449,seattle-tacoma,1940
Pharchoma,asia,nepal,basic snow/ice climb,20012,6100,,,kathmandu / lukla,
Pharilapcha,asia,nepal,technical climb,19741,6017,27.9167,86.6667,lukla,2003
Phelps,north america,united states,walk up,4163,1269,44.157609,-73.920093,plattsburg international,
"Phillips, Mount",north america,united states,walk up,11741,3579,36.4782,-105.162,nan,
Phoenix Peak,north america,united states,basic snow/ice climb,5155,1571,60.1167,-149.533,anchorage,1963
Phola Gangchen (aka Molamenqing) (????),asia,china,major mountain expedition,25134,7661,28.354998,85.809721,"lhasa, tibet or kathmandu, nepal",1981
Phon Kan Razi,asia,myanmar,walk up,11926,3635,27.50715,96.9354,putao,
Pian Della Regina,europe,italy,scramble,8622,2628,,,"brescia - montichiari , bergamo - orio al serio",
Pianoro Dei Tocci,europe,italy,scramble,8940,2725,,,treviso / trieste,1937
Piatra Craiului,europe,romania,scramble,7362,2244,45.526749,25.210959,"brashov,bucharest",
Pic Blanc du Galibier,europe,france,walk up,9695,2955,45.063943,6.384044,briançon,
Pic Coolidge,europe,france,basic snow/ice climb,12382,3774,,,lyon,
Pic De Bertagne,europe,france,walk up,3442,1049,43.3,5.7,marseille-marignane,
Pic De Bure,europe,france,walk up,8884,2708,44.6167,5.91667,gap or grenoble,
Pic De Perdiguère,europe,france,scramble,10571,3222,42.693224,0.517302,toulouse,
Pic Des Trois Conseillers,europe,france,walk up,9970,3039,,,nan,
Pic Long,europe,france,basic snow/ice climb,10472,3192,42.800974,0.098834,"lourdes or toulouse, france, zaragoza or barcelona, spain",1846
Pic d'Anie,europe,france,scramble,8215,2504,42.944989,-0.721879,pau,
Pic de Bastiments,europe,spain,walk up,9468,2886,42.416867,2.190399,girona,
Pic de Jallouvre,europe,france,nan,7900,2408,45.99709,6.453481,geneva,
Pic de Montarenyo,europe,france,walk up,8596,2623,42.727091,1.226091,toulouse,
Pic de Néouvielle,europe,france,scramble,10144,3092,42.835696,0.113897,tarbes-lourdes,1847
Pic de l'Etendard,europe,france,basic snow/ice climb,11365,3464,,,lyon satolas,
Pic de la Corne,europe,france,walk up,6837,2084,,,genève,
Pic du Midi d'Ossau,europe,france,technical climb,9465,2885,42.844569,-0.438423,"lourdes or toulouse, france, zaragoza or barcelona, spain",1797
Pica Peak,north america,united states,scramble,7565,2306,48.502273,-120.637975,seattle-tacoma,
Pica d'Estats,europe,spain,scramble,10312,3143,42.6683,1.396551,barcelona,
Picacho,north america,mexico,walk up,10236,3120,25.1667,-103.3,torreon,
Picacho Alto,europe,spain,walk up,5810,1771,,,malaga,
Picacho de Galipán,south america,venezuela,walk up,6348,1935,10.560764,-66.907768,internacional simón bolívar,
Picacho del Diablo,north america,mexico,scramble,10157,3096,30.990833,-115.375,tijuana,
Picchu Picchu,south america,peru,basic snow/ice climb,18583,5664,-16.4414,-71.2533,arequipa,
Pico Allignani,south america,argentina,scramble,6627,2020,-31.936922,-64.836931,nan,
Pico Austria,south america,bolivia,walk up,17480,5328,-16.189753,-68.2575,el alto,
